Label,Image_Path
ಲಿಂಗಾಯತ,kannada_ocr_images/word_6191.png
ಸಮಾಜದ,kannada_ocr_images/word_6192.png
ಶಾಸಕರಿಗೆ,kannada_ocr_images/word_6193.png
ಸಚಿವ,kannada_ocr_images/word_6194.png
ನೀಡಲಾಗಿದೆ,kannada_ocr_images/word_6195.png
ಕೋಟಿ,kannada_ocr_images/word_6196.png
ಲಿಂಗಾಯತ,kannada_ocr_images/word_6197.png
ಮೊದಲ,kannada_ocr_images/word_6198.png
ಪಾಟೀಲ್,kannada_ocr_images/word_6199.png
ಅವರಿಗೆ,kannada_ocr_images/word_6200.png
ಉಪ,kannada_ocr_images/word_6201.png
ಮಾಡುವ,kannada_ocr_images/word_6202.png
ಜತೆಗೆ,kannada_ocr_images/word_6203.png
ಸಮಾಜದ,kannada_ocr_images/word_6204.png
ಮಾಡಿ,kannada_ocr_images/word_6205.png
ಸಾಮಾಜಿಕ,kannada_ocr_images/word_6206.png
ಮಾಡಿದರೆ,kannada_ocr_images/word_6207.png
ಹೋರಾಟ,kannada_ocr_images/word_6208.png
ಮಾಡಲಾಗುವುದು,kannada_ocr_images/word_6209.png
ಲಿಂಗಾಯತ,kannada_ocr_images/word_6210.png
ಹಗಲಿರುಳು,kannada_ocr_images/word_6211.png
ಅವರಿಗೆ,kannada_ocr_images/word_6212.png
ನೀಡದೆ,kannada_ocr_images/word_6213.png
ಲಿಂಗಾಯತ,kannada_ocr_images/word_6214.png
ತಕ್ಷಣ,kannada_ocr_images/word_6215.png
ಹೋರಾಟ,kannada_ocr_images/word_6216.png
ಲಿಂಗಾಯತ,kannada_ocr_images/word_6217.png
ಯುವ,kannada_ocr_images/word_6218.png
ಮುಖಂಡ,kannada_ocr_images/word_6219.png
ಕಾಡಿದ,kannada_ocr_images/word_6220.png
ಸರಣಿ,kannada_ocr_images/word_6221.png
ಇಡೀ,kannada_ocr_images/word_6222.png
ಊರೇ,kannada_ocr_images/word_6223.png
ಖಾಲಿ,kannada_ocr_images/word_6224.png
ಉದಯವಾಣಿ,kannada_ocr_images/word_6225.png
ಸರಣಿ,kannada_ocr_images/word_6226.png
ಸಾವಿಗೆ,kannada_ocr_images/word_6227.png
ಜನ,kannada_ocr_images/word_6228.png
ಇದು,kannada_ocr_images/word_6229.png
ದೈವ,kannada_ocr_images/word_6230.png
ಕಾಟವೋ,kannada_ocr_images/word_6231.png
ಊರಿ,kannada_ocr_images/word_6232.png
ಗಂಟಿದ,kannada_ocr_images/word_6233.png
ಶಾಪವೋ,kannada_ocr_images/word_6234.png
ಆದರೆ,kannada_ocr_images/word_6235.png
ಈ,kannada_ocr_images/word_6236.png
ಸಂಭವಿಸಿದ,kannada_ocr_images/word_6237.png
ಸರಣಿ,kannada_ocr_images/word_6238.png
ಸಾವಿಗೆ,kannada_ocr_images/word_6239.png
ಘಟನೆ,kannada_ocr_images/word_6240.png
ತಗಡಿನ,kannada_ocr_images/word_6241.png
ಬದುಕುವ,kannada_ocr_images/word_6242.png
ಇದು,kannada_ocr_images/word_6243.png
ತಾಲೂಕು,kannada_ocr_images/word_6244.png
ಗೋಟ,kannada_ocr_images/word_6245.png
ಈಗ,kannada_ocr_images/word_6246.png
ಇಡೀ,kannada_ocr_images/word_6247.png
ಮೌನ,kannada_ocr_images/word_6248.png
ಮನೆಗಳು,kannada_ocr_images/word_6249.png
ಬಿಕೋ,kannada_ocr_images/word_6250.png
ಗುಡಿಸಲುಗಳ,kannada_ocr_images/word_6251.png
ಛಾವಣಿ,kannada_ocr_images/word_6252.png
ಹಾರಿ,kannada_ocr_images/word_6253.png
ಸುಮಾರು,kannada_ocr_images/word_6254.png
ಅಧಿಕ,kannada_ocr_images/word_6255.png
ಜನ,kannada_ocr_images/word_6256.png
ನಾನಾ,kannada_ocr_images/word_6257.png
ಮನೆಗಳಿರುವ,kannada_ocr_images/word_6258.png
ಈ,kannada_ocr_images/word_6259.png
ಅಧಿಕ,kannada_ocr_images/word_6260.png
ಜನ,kannada_ocr_images/word_6261.png
ಆದರೆ,kannada_ocr_images/word_6262.png
ಸಾವು,kannada_ocr_images/word_6263.png
ಇದು,kannada_ocr_images/word_6264.png
ಕಾರಣ,kannada_ocr_images/word_6265.png
ಇಡೀ,kannada_ocr_images/word_6266.png
ಖಾಲಿ,kannada_ocr_images/word_6267.png
ಮಾಡಿ,kannada_ocr_images/word_6268.png
ಸಾವಿಗೀಡಾದವರಿಗೆ,kannada_ocr_images/word_6269.png
ಬಲವಾದ,kannada_ocr_images/word_6270.png
ಕಾರಣಗಳಿಗೆ,kannada_ocr_images/word_6271.png
ಸಾವುಗಳು,kannada_ocr_images/word_6272.png
ಕೆಲವರು,kannada_ocr_images/word_6273.png
ತಾಗಿ,kannada_ocr_images/word_6274.png
ಕೆಲವರು,kannada_ocr_images/word_6275.png
ಬಂದು,kannada_ocr_images/word_6276.png
ಕೆಲವರು,kannada_ocr_images/word_6277.png
ಮೈ,kannada_ocr_images/word_6278.png
ಕೈ,kannada_ocr_images/word_6279.png
ಮದುವೆಯಾಗಿ,kannada_ocr_images/word_6280.png
ಸಂಸಾರ,kannada_ocr_images/word_6281.png
ಯುವಕರು,kannada_ocr_images/word_6282.png
ಹೋಗಿ,kannada_ocr_images/word_6283.png
ಜನ,kannada_ocr_images/word_6284.png
ಇದು,kannada_ocr_images/word_6285.png
ಕೃಷಿ,kannada_ocr_images/word_6286.png
ಅವಲಂಬಿತ,kannada_ocr_images/word_6287.png
ಬಹುತೇಕ,kannada_ocr_images/word_6288.png
ಯಾವುದೋ,kannada_ocr_images/word_6289.png
ದೈವ,kannada_ocr_images/word_6290.png
ಕೈವಾಡ,kannada_ocr_images/word_6291.png
ಮನಗಂಡ,kannada_ocr_images/word_6292.png
ವಿವಿಧ,kannada_ocr_images/word_6293.png
ಗುರುಗಳ,kannada_ocr_images/word_6294.png
ಬಳಿ,kannada_ocr_images/word_6295.png
ಬಂದ,kannada_ocr_images/word_6296.png
ಆ,kannada_ocr_images/word_6297.png
ಮೊದಲು,kannada_ocr_images/word_6298.png
ಖಾಲಿ,kannada_ocr_images/word_6299.png
ಮಾಡಿ,kannada_ocr_images/word_6300.png
ಹೀಗಾಗಿ,kannada_ocr_images/word_6301.png
ವಿಧಿ,kannada_ocr_images/word_6302.png
ಅಧಿಕ,kannada_ocr_images/word_6303.png
ದೂರದ,kannada_ocr_images/word_6304.png
ಮೇಲೆ,kannada_ocr_images/word_6305.png
ವಾಸಿಸಬೇಕು,kannada_ocr_images/word_6306.png
ಮನೆಗಳು,kannada_ocr_images/word_6307.png
ಈಗ,kannada_ocr_images/word_6308.png
ಹಾಳು,kannada_ocr_images/word_6309.png
ಮನೆ,kannada_ocr_images/word_6310.png
ತಾಲೂಕು,kannada_ocr_images/word_6311.png
ದೂರದ,kannada_ocr_images/word_6312.png
ಈ,kannada_ocr_images/word_6313.png
ಕುಡಿಯುವ,kannada_ocr_images/word_6314.png
ನೀರಿನ,kannada_ocr_images/word_6315.png
ಸರಬರಾಜು,kannada_ocr_images/word_6316.png
ಕೂಡ,kannada_ocr_images/word_6317.png
ಮಿಗಿಲಾಗಿ,kannada_ocr_images/word_6318.png
ನಿವಾಸಿಗಳು,kannada_ocr_images/word_6319.png
ಶೌಚಗೃಹ,kannada_ocr_images/word_6320.png
ಹೀಗೆ,kannada_ocr_images/word_6321.png
ಯಾವುದೇ,kannada_ocr_images/word_6322.png
ರೋಗವೂ,kannada_ocr_images/word_6323.png
ತಾಲೂಕು,kannada_ocr_images/word_6324.png
ಬಂದ,kannada_ocr_images/word_6325.png
ವೇಳೆ,kannada_ocr_images/word_6326.png
ಶಾಸಕರಿಗೆ,kannada_ocr_images/word_6327.png
ಮನವರಿಕೆ,kannada_ocr_images/word_6328.png
ಅವರು,kannada_ocr_images/word_6329.png
ಯಾವುದೋ,kannada_ocr_images/word_6330.png
ಮಾತು,kannada_ocr_images/word_6331.png
ಕೇಳಿ,kannada_ocr_images/word_6332.png
ಸಾವುಗಳ,kannada_ocr_images/word_6333.png
ಮಾಹಿತಿ,kannada_ocr_images/word_6334.png
ಪಣಜಿ,kannada_ocr_images/word_6335.png
ಮಹಿಳಾ,kannada_ocr_images/word_6336.png
ಮೇಲೆ,kannada_ocr_images/word_6337.png
ಕಿರುಕುಳ,kannada_ocr_images/word_6338.png
ನೀಡಿ,kannada_ocr_images/word_6339.png
ಎಸಗಿದ,kannada_ocr_images/word_6340.png
ಆರೋಪ,kannada_ocr_images/word_6341.png
ಮಾಜಿ,kannada_ocr_images/word_6342.png
ಸಂಪಾದಕ,kannada_ocr_images/word_6343.png
ಗೋವಾ,kannada_ocr_images/word_6344.png
ಹಾಗೂ,kannada_ocr_images/word_6345.png
ಪಂಚತಾರಾ,kannada_ocr_images/word_6346.png
ಕಿರುಕುಳ,kannada_ocr_images/word_6347.png
ಅವರ,kannada_ocr_images/word_6348.png
ಪೊಲೀಸರಿಗೆ,kannada_ocr_images/word_6349.png
ದೂರು,kannada_ocr_images/word_6350.png
ಕಿರುಕುಳ,kannada_ocr_images/word_6351.png
ಹಾಗೂ,kannada_ocr_images/word_6352.png
ಮಹಿಳೆಯ,kannada_ocr_images/word_6353.png
ಮಾನಭಂಗ,kannada_ocr_images/word_6354.png
ಸಂಬಂಧಿಸಿದಂತೆ,kannada_ocr_images/word_6355.png
ಪೊಲೀಸರು,kannada_ocr_images/word_6356.png
ದೋಷಾರೋಪ,kannada_ocr_images/word_6357.png
ತಡೆ,kannada_ocr_images/word_6358.png
ನೀಡಲು,kannada_ocr_images/word_6359.png
ಗೋವಾ,kannada_ocr_images/word_6360.png
ಹಾಗೂ,kannada_ocr_images/word_6361.png
ವಿಚಾರಣೆ,kannada_ocr_images/word_6362.png
ಹೋಗಿ,kannada_ocr_images/word_6363.png
ಬಿರಿಯುವಂತೆ,kannada_ocr_images/word_6364.png
ಉದಯವಾಣಿ,kannada_ocr_images/word_6365.png
ದೆಹಲಿಯ,kannada_ocr_images/word_6366.png
ರಾಜು,kannada_ocr_images/word_6367.png
ಹಾಗೂ,kannada_ocr_images/word_6368.png
ಬಾಬಿ,kannada_ocr_images/word_6369.png
ಸರಿತಾ,kannada_ocr_images/word_6370.png
ಬಿರಿಯಾನಿ,kannada_ocr_images/word_6371.png
ಅವರ,kannada_ocr_images/word_6372.png
ನಾಲಿಗೆಗೆ,kannada_ocr_images/word_6373.png
ರುಚಿ,kannada_ocr_images/word_6374.png
ಬಿರಿಯಾನಿ,kannada_ocr_images/word_6375.png
ಮಾರುವವ,kannada_ocr_images/word_6376.png
ಮಾಡಿರಬಹುದು,kannada_ocr_images/word_6377.png
ಯೋಚಿಸಿದವರೇ,kannada_ocr_images/word_6378.png
ಬಾಗಿಲು,kannada_ocr_images/word_6379.png
ಹಾಕಿದ,kannada_ocr_images/word_6380.png
ಮೇಲೆ,kannada_ocr_images/word_6381.png
ಮುಖವಾಡ,kannada_ocr_images/word_6382.png
ಧರಿಸಿ,kannada_ocr_images/word_6383.png
ರೂಪಾಯಿಯೂ,kannada_ocr_images/word_6384.png
ಈ,kannada_ocr_images/word_6385.png
ಬಿರಿಯಾನಿ,kannada_ocr_images/word_6386.png
ಮೇಲೆ,kannada_ocr_images/word_6387.png
ತೀರಿಸಿದ,kannada_ocr_images/word_6388.png
ಬಿರಿಯುವಂತೆ,kannada_ocr_images/word_6389.png
ಜೇಬು,kannada_ocr_images/word_6390.png
ತಂಪು,kannada_ocr_images/word_6391.png
ಬಿರಿಯಾನಿ,kannada_ocr_images/word_6392.png
ಮರುದಿನ,kannada_ocr_images/word_6393.png
ಮಾರಿ,kannada_ocr_images/word_6394.png
ಕಾಸು,kannada_ocr_images/word_6395.png
ಹೊರಟರೆ,kannada_ocr_images/word_6396.png
ಈ,kannada_ocr_images/word_6397.png
ಜಾಡು,kannada_ocr_images/word_6398.png
ಹಿಡಿದು,kannada_ocr_images/word_6399.png
ಬಂದ,kannada_ocr_images/word_6400.png
ಪೊಲೀಸರ,kannada_ocr_images/word_6401.png
ಕೈಗೆ,kannada_ocr_images/word_6402.png
ಅಲೆಮಾರಿ,kannada_ocr_images/word_6403.png
ಸಮುದಾಯದ,kannada_ocr_images/word_6404.png
ವಾಹನ,kannada_ocr_images/word_6405.png
ಸಾಲ,kannada_ocr_images/word_6406.png
ನೀಡುವ,kannada_ocr_images/word_6407.png
ಬುಧವಾರ,kannada_ocr_images/word_6408.png
ಸಂಜೆ,kannada_ocr_images/word_6409.png
ವಿಧಾನಸೌಧದ,kannada_ocr_images/word_6410.png
ಪರವಾನಗಿ,kannada_ocr_images/word_6411.png
ಸಮುದಾಯದ,kannada_ocr_images/word_6412.png
ಜನರಿಗೆ,kannada_ocr_images/word_6413.png
ಸಂಜೆ,kannada_ocr_images/word_6414.png
ಗಂಟೆಗೆ,kannada_ocr_images/word_6415.png
ಮಾರುತಿ,kannada_ocr_images/word_6416.png
ವಾಹನ,kannada_ocr_images/word_6417.png
ನೋಡಲ್,kannada_ocr_images/word_6418.png
ಅಧಿಕಾರಿ,kannada_ocr_images/word_6419.png
ಸಮುದಾಯದ,kannada_ocr_images/word_6420.png
ಜನ,kannada_ocr_images/word_6421.png
ಇವರಿಗೆ,kannada_ocr_images/word_6422.png
ಎರಡು,kannada_ocr_images/word_6423.png
ಎಕರೆ,kannada_ocr_images/word_6424.png
ಕೃಷಿ,kannada_ocr_images/word_6425.png
ಜಮೀನು,kannada_ocr_images/word_6426.png
ಹಾಗೂ,kannada_ocr_images/word_6427.png
ಅವರು,kannada_ocr_images/word_6428.png
ಮೊದಲ,kannada_ocr_images/word_6429.png
ಬಾರಿಗೆ,kannada_ocr_images/word_6430.png
ಜಾತಿ,kannada_ocr_images/word_6431.png
ಪಂಗಡಗಳ,kannada_ocr_images/word_6432.png
ಸಮುದಾಯಗಳ,kannada_ocr_images/word_6433.png
ಬರುವ,kannada_ocr_images/word_6434.png
ಅರೆ,kannada_ocr_images/word_6435.png
ಅಲೆ,kannada_ocr_images/word_6436.png
ಮಾರಿ,kannada_ocr_images/word_6437.png
ಸೂಕ್ಷ್ಮ,kannada_ocr_images/word_6438.png
ಅತಿಸೂಕ್ಷ್ಮ,kannada_ocr_images/word_6439.png
ಸಮುದಾಯಗಳ,kannada_ocr_images/word_6440.png
ಕೋಶ,kannada_ocr_images/word_6441.png
ಇವುಗಳ,kannada_ocr_images/word_6442.png
ಕೋಟಿ,kannada_ocr_images/word_6443.png
ಹಣ,kannada_ocr_images/word_6444.png
ಅವರು,kannada_ocr_images/word_6445.png
ಸುಡುಗಾಡು,kannada_ocr_images/word_6446.png
ಗಂಟಿ,kannada_ocr_images/word_6447.png
ಹಂದಿ,kannada_ocr_images/word_6448.png
ಈ,kannada_ocr_images/word_6449.png
ರೀತಿಯ,kannada_ocr_images/word_6450.png
ಅನೇಕ,kannada_ocr_images/word_6451.png
ಅಲೆಮಾರಿ,kannada_ocr_images/word_6452.png
ಸಮುದಾಯಗಳು,kannada_ocr_images/word_6453.png
ಕಡೆ,kannada_ocr_images/word_6454.png
ನೆಲೆ,kannada_ocr_images/word_6455.png
ಇವುಗಳ,kannada_ocr_images/word_6456.png
ಕೋಶ,kannada_ocr_images/word_6457.png
ಸಮುದಾಯಗಳ,kannada_ocr_images/word_6458.png
ಜನ,kannada_ocr_images/word_6459.png
ಬಯಲು,kannada_ocr_images/word_6460.png
ಸೀಮೆಯ,kannada_ocr_images/word_6461.png
ಹಾಗೂ,kannada_ocr_images/word_6462.png
ಬೀದಿ,kannada_ocr_images/word_6463.png
ನಾಯಿಗಳ,kannada_ocr_images/word_6464.png
ದಾಳಿ,kannada_ocr_images/word_6465.png
ಉದಯವಾಣಿ,kannada_ocr_images/word_6466.png
ಪರಿಣಾಮ,kannada_ocr_images/word_6467.png
ಮಗು,kannada_ocr_images/word_6468.png
ಘಟನೆ,kannada_ocr_images/word_6469.png
ಭಾನುವಾರ,kannada_ocr_images/word_6470.png
ನಾಯಿಗಳು,kannada_ocr_images/word_6471.png
ರ,kannada_ocr_images/word_6472.png
ಬಾಲಕಿ,kannada_ocr_images/word_6473.png
ಗಂಭೀರ,kannada_ocr_images/word_6474.png
ನಗರದ,kannada_ocr_images/word_6475.png
ಮಾಗಡಿ,kannada_ocr_images/word_6476.png
ಅಂಜನಾ,kannada_ocr_images/word_6477.png
ಬಾಲಕಿಯ,kannada_ocr_images/word_6478.png
ಮೇಲೆ,kannada_ocr_images/word_6479.png
ಬೀದಿ,kannada_ocr_images/word_6480.png
ನಾಯಿಗಳು,kannada_ocr_images/word_6481.png
ದಾಳಿ,kannada_ocr_images/word_6482.png
ನಡೆಸಿದ,kannada_ocr_images/word_6483.png
ಆತಂಕಕಾರಿ,kannada_ocr_images/word_6484.png
ಘಟನೆ,kannada_ocr_images/word_6485.png
ಗುರುವಾರ,kannada_ocr_images/word_6486.png
ಮೊಬೈಲ್,kannada_ocr_images/word_6487.png
ಟೆಲಿ,kannada_ocr_images/word_6488.png
ಬರುವ,kannada_ocr_images/word_6489.png
ಕರೆ,kannada_ocr_images/word_6490.png
ಬಿಡಿಸಿ,kannada_ocr_images/word_6491.png
ಹೇಳುವ,kannada_ocr_images/word_6492.png
ಅನಪೇಕ್ಷಿತ,kannada_ocr_images/word_6493.png
ಸಂವಹನೆಗೆ,kannada_ocr_images/word_6494.png
ಕಡಿವಾಣ,kannada_ocr_images/word_6495.png
ಹಾಕುವ,kannada_ocr_images/word_6496.png
ಅಥವಾ,kannada_ocr_images/word_6497.png
ಕಳುಹಿಸುವ,kannada_ocr_images/word_6498.png
ಸಂಬಂಧಿತ,kannada_ocr_images/word_6499.png
ಪಡೆಯುವುದು,kannada_ocr_images/word_6500.png
ಹಾಗೂ,kannada_ocr_images/word_6501.png
ಕಳುಹಿಸಬೇಕು,kannada_ocr_images/word_6502.png
ಕಂಪನಿಗಳು,kannada_ocr_images/word_6503.png
ಸಾಮೂಹಿಕ,kannada_ocr_images/word_6504.png
ಬಾರಿಗೆ,kannada_ocr_images/word_6505.png
ಐದು,kannada_ocr_images/word_6506.png
ಚಾಟ್,kannada_ocr_images/word_6507.png
ಮಾಡಲು,kannada_ocr_images/word_6508.png
ಹೇರಲು,kannada_ocr_images/word_6509.png
ಅಥವಾ,kannada_ocr_images/word_6510.png
ಐವರಿಗೆ,kannada_ocr_images/word_6511.png
ಮಾಡಿದ,kannada_ocr_images/word_6512.png
ಬಳಿಕ,kannada_ocr_images/word_6513.png
ಮಾಡಲು,kannada_ocr_images/word_6514.png
ಸಂಬಂಧಿತ,kannada_ocr_images/word_6515.png
ಜನಹಿತ,kannada_ocr_images/word_6516.png
ರಕ್ಷಣೆಯ,kannada_ocr_images/word_6517.png
ಇವು,kannada_ocr_images/word_6518.png
ಬೆಳವಣಿಗೆಗಳು,kannada_ocr_images/word_6519.png
ಎರಡು,kannada_ocr_images/word_6520.png
ಆಧುನಿಕತೆಯೆಡೆಗೆ,kannada_ocr_images/word_6521.png
ಮುಖಮಾಡುವುದರ,kannada_ocr_images/word_6522.png
ಅದು,kannada_ocr_images/word_6523.png
ಸಮಾಜದ,kannada_ocr_images/word_6524.png
ಕಂಟಕಕಾರಿಯಾಗಲಿದೆ,kannada_ocr_images/word_6525.png
ಸಾಮಾಜಿಕವಾಗಿಯೂ,kannada_ocr_images/word_6526.png
ಬಲವಾದ,kannada_ocr_images/word_6527.png
ದನಿ,kannada_ocr_images/word_6528.png
ಇದು,kannada_ocr_images/word_6529.png
ಮೊಬೈಲ್,kannada_ocr_images/word_6530.png
ಸಂದೇಶ,kannada_ocr_images/word_6531.png
ಸಂಚಕಾರ,kannada_ocr_images/word_6532.png
ಸಾಮಾಜಿಕ,kannada_ocr_images/word_6533.png
ಅಂಥ,kannada_ocr_images/word_6534.png
ವಲಯಗಳೆಡೆಗೂ,kannada_ocr_images/word_6535.png
ಅರಿವಿನ,kannada_ocr_images/word_6536.png
ಉದಯವಾಣಿ,kannada_ocr_images/word_6537.png
ಗಾಯದ,kannada_ocr_images/word_6538.png
ಇವೆರಡು,kannada_ocr_images/word_6539.png
ಉಪಕಾರದ,kannada_ocr_images/word_6540.png
ನಮಗೆ,kannada_ocr_images/word_6541.png
ರೈಯಂಥ,kannada_ocr_images/word_6542.png
ನಿಮಗೆ,kannada_ocr_images/word_6543.png
ದಿನವೂ,kannada_ocr_images/word_6544.png
ಕಾಲದವರೆಗೆ,kannada_ocr_images/word_6545.png
ತಾಜಾ,kannada_ocr_images/word_6546.png
ಕಳೆ,kannada_ocr_images/word_6547.png
ಅಥವಾ,kannada_ocr_images/word_6548.png
ತುಸು,kannada_ocr_images/word_6549.png
ಮುಖ,kannada_ocr_images/word_6550.png
ಬಂದ,kannada_ocr_images/word_6551.png
ಕೂಡಲೇ,kannada_ocr_images/word_6552.png
ನಿಮಿಷ,kannada_ocr_images/word_6553.png
ಹೀಗೆ,kannada_ocr_images/word_6554.png
ಮೊಡವೆ,kannada_ocr_images/word_6555.png
ಮುಖದ,kannada_ocr_images/word_6556.png
ಆ,kannada_ocr_images/word_6557.png
ಭಾಗ,kannada_ocr_images/word_6558.png
ವೇಳೆ,kannada_ocr_images/word_6559.png
ಮೊಡವೆ,kannada_ocr_images/word_6560.png
ಒಡೆದ,kannada_ocr_images/word_6561.png
ನಿಮಿಷ,kannada_ocr_images/word_6562.png
ಮೊಡವೆ,kannada_ocr_images/word_6563.png
ಜಾಗ,kannada_ocr_images/word_6564.png
ಮೊದಲಿನಂತಾಗಲಿ,kannada_ocr_images/word_6565.png
ಆದ,kannada_ocr_images/word_6566.png
ಬೇಗನೆ,kannada_ocr_images/word_6567.png
ಭಾವ,kannada_ocr_images/word_6568.png
ಲಯ,kannada_ocr_images/word_6569.png
ಪೋಣಿಸಿದ,kannada_ocr_images/word_6570.png
ರೀತಿ,kannada_ocr_images/word_6571.png
ಮಣಿಸುವ,kannada_ocr_images/word_6572.png
ನಿಜವಾದ,kannada_ocr_images/word_6573.png
ಇದರ,kannada_ocr_images/word_6574.png
ಸಂತಸ,kannada_ocr_images/word_6575.png
ಅಥವಾ,kannada_ocr_images/word_6576.png
ಸಹೃದಯರಿಗೆ,kannada_ocr_images/word_6577.png
ಹೌದು,kannada_ocr_images/word_6578.png
ವಿಜಯ,kannada_ocr_images/word_6579.png
ವಿಜಯ,kannada_ocr_images/word_6580.png
ವಿಜಯ,kannada_ocr_images/word_6581.png
ತಿರುಪತಿ,kannada_ocr_images/word_6582.png
ಮೂರು,kannada_ocr_images/word_6583.png
ಜನ,kannada_ocr_images/word_6584.png
ಮಂಗಳವಾರ,kannada_ocr_images/word_6585.png
ಭೇಟಿ,kannada_ocr_images/word_6586.png
ನೀಡಿದ,kannada_ocr_images/word_6587.png
ಬೆಳಗಿನ,kannada_ocr_images/word_6588.png
ಈ,kannada_ocr_images/word_6589.png
ಬಾಗಿಲು,kannada_ocr_images/word_6590.png
ಯೋಜನೆ,kannada_ocr_images/word_6591.png
ಈಗಾಗಲೇ,kannada_ocr_images/word_6592.png
ಈ,kannada_ocr_images/word_6593.png
ಹೀಗಾಗಿ,kannada_ocr_images/word_6594.png
ಅವರು,kannada_ocr_images/word_6595.png
ಎದು,kannada_ocr_images/word_6596.png
ತಿರುಪತಿ,kannada_ocr_images/word_6597.png
ತಿರುಮಲ,kannada_ocr_images/word_6598.png
ಅಧಿಕಾರಿ,kannada_ocr_images/word_6599.png
ಅವರು,kannada_ocr_images/word_6600.png
ಈಗ,kannada_ocr_images/word_6601.png
ಸಿನಿಮಾ,kannada_ocr_images/word_6602.png
ಆದರೆ,kannada_ocr_images/word_6603.png
ಅವರು,kannada_ocr_images/word_6604.png
ಹೊಸ,kannada_ocr_images/word_6605.png
ಶಿವರಾಜ್,kannada_ocr_images/word_6606.png
ಕುಮಾರ್,kannada_ocr_images/word_6607.png
ಸುದೀಪ್,kannada_ocr_images/word_6608.png
ಅಭಿಮಾನಿಗಳಿಗೆ,kannada_ocr_images/word_6609.png
ನಿರಾಸೆ,kannada_ocr_images/word_6610.png
ಸಿನಿಮಾದ,kannada_ocr_images/word_6611.png
ಟೀಸರ್,kannada_ocr_images/word_6612.png
ಅಭಿಮಾನಿಗಳು,kannada_ocr_images/word_6613.png
ಬಹಳ,kannada_ocr_images/word_6614.png
ಸಾಮಾಜಿಕ,kannada_ocr_images/word_6615.png
ಟೀಸರ್,kannada_ocr_images/word_6616.png
ಬೇಗ,kannada_ocr_images/word_6617.png
ಬೇಕು,kannada_ocr_images/word_6618.png
ಅಭಿಯಾನ,kannada_ocr_images/word_6619.png
ಕೂಡ,kannada_ocr_images/word_6620.png
ಶುರು,kannada_ocr_images/word_6621.png
ಟೀಸರ್,kannada_ocr_images/word_6622.png
ಹೊಸ,kannada_ocr_images/word_6623.png
ವಿಶೇಷವಾಗಿ,kannada_ocr_images/word_6624.png
ಜನವರಿ,kannada_ocr_images/word_6625.png
ರಂದು,kannada_ocr_images/word_6626.png
ರಿಲೀಸ್,kannada_ocr_images/word_6627.png
ಮಾಡುವ,kannada_ocr_images/word_6628.png
ಆದರೆ,kannada_ocr_images/word_6629.png
ಈಗ,kannada_ocr_images/word_6630.png
ಟೀಸರ್,kannada_ocr_images/word_6631.png
ರಿಲೀಸ್,kannada_ocr_images/word_6632.png
ಡೇಟ್,kannada_ocr_images/word_6633.png
ದಿ,kannada_ocr_images/word_6634.png
ವಿಲನ್,kannada_ocr_images/word_6635.png
ಅಫೀಷಿಯಲ್,kannada_ocr_images/word_6636.png
ಫೇಸ್,kannada_ocr_images/word_6637.png
ಬುಕ್,kannada_ocr_images/word_6638.png
ಪೇಜ್,kannada_ocr_images/word_6639.png
ಟೀಸರ್,kannada_ocr_images/word_6640.png
ರಿಲೀಸ್,kannada_ocr_images/word_6641.png
ಟೀಸರ್,kannada_ocr_images/word_6642.png
ನಾಳೆ,kannada_ocr_images/word_6643.png
ಆದರೆ,kannada_ocr_images/word_6644.png
ಬಾಕಿ,kannada_ocr_images/word_6645.png
ಇರುವ,kannada_ocr_images/word_6646.png
ಕಾರಣ,kannada_ocr_images/word_6647.png
ಬಿಡುಗಡೆಯ,kannada_ocr_images/word_6648.png
ನಿರಾಸೆಯಾಗದೆ,kannada_ocr_images/word_6649.png
ದಯಮಾಡಿ,kannada_ocr_images/word_6650.png
ಸಿನಿಮಾ,kannada_ocr_images/word_6651.png
ನಿರೀಕ್ಷೆ,kannada_ocr_images/word_6652.png
ಮೊದಲ,kannada_ocr_images/word_6653.png
ಬಾರಿ,kannada_ocr_images/word_6654.png
ಸುದೀಪ್,kannada_ocr_images/word_6655.png
ಆಮಿ,kannada_ocr_images/word_6656.png
ಈ,kannada_ocr_images/word_6657.png
ಮೂಲಕ,kannada_ocr_images/word_6658.png
ವುಡ್,kannada_ocr_images/word_6659.png
ಸರಳ,kannada_ocr_images/word_6660.png
ಸರಳ,kannada_ocr_images/word_6661.png
ಹಗರಣ,kannada_ocr_images/word_6662.png
ಕೋಮುವಾದ,kannada_ocr_images/word_6663.png
ಮಾಡುವವರು,kannada_ocr_images/word_6664.png
ಬಿಜೆಪಿ,kannada_ocr_images/word_6665.png
ಅವರ,kannada_ocr_images/word_6666.png
ಕೋಮುವಾದ,kannada_ocr_images/word_6667.png
ಮಾಡುವವರು,kannada_ocr_images/word_6668.png
ಬಿಜೆಪಿ,kannada_ocr_images/word_6669.png
ಅವರ,kannada_ocr_images/word_6670.png
ಕೋಮುವಾದ,kannada_ocr_images/word_6671.png
ಮಾಡುವವರು,kannada_ocr_images/word_6672.png
ಬಿಜೆಪಿ,kannada_ocr_images/word_6673.png
ಅವರ,kannada_ocr_images/word_6674.png
ಅವರೇ,kannada_ocr_images/word_6675.png
ಮಾಡಿ,kannada_ocr_images/word_6676.png
